Date,stocks,gold,bonds,property
2015-08-13,208.6600,106.8600,109.1200,79.4000
2015-08-14,209.4200,106.8500,109.0700,79.8300
2015-08-17,210.5900,107.1300,109.2600,80.5100
2015-08-18,209.9800,107.1100,109.0600,80.7300
2015-08-19,208.3200,108.5500,109.4000,80.2500
2015-08-20,203.9700,110.4400,109.5700,79.6600
2015-08-21,197.8300,111.1300,109.7600,78.1800
2015-08-24,189.5000,110.5300,109.7200,74.5200
2015-08-25,187.2700,109.1600,109.4600,72.4700
2015-08-26,194.4600,107.6700,108.9500,74.4300
2015-08-27,199.2700,107.7300,109.1000,75.8700
2015-08-28,199.2800,108.7000,109.0000,75.7600
2015-08-31,197.6700,108.8200,108.9200,74.0300
2015-09-01,191.7700,109.2000,109.0200,72.6200
2015-09-02,195.4100,108.6200,108.8800,73.3700
2015-09-03,195.5500,107.8400,109.0400,73.5700
2015-09-04,192.5900,107.4900,109.2700,72.2000
2015-09-08,197.4300,107.5200,109.0100,73.2900
2015-09-09,194.7900,106.1300,109.0500,72.4500
2015-09-10,195.8500,106.3800,108.9300,72.6100
2015-09-11,196.7400,106.1600,109.0600,74.0000
2015-09-14,196.0100,106.2200,109.0900,74.0400
2015-09-15,198.4600,105.9000,108.6000,74.7700
2015-09-16,200.1800,107.3100,108.5100,75.5700
2015-09-17,199.7300,108.4100,109.1900,76.4300
2015-09-18,195.4500,109.2100,109.2800,76.3000
2015-09-21,196.4600,108.5300,108.9900,76.9500
2015-09-22,193.9100,107.7900,109.2500,75.9800
2015-09-23,193.6000,108.2200,109.1600,75.7000
2015-09-24,192.9000,110.4900,109.3000,74.9900
2015-09-25,192.8500,109.8100,109.1100,75.2900
2015-09-28,188.0100,108.4200,109.3700,74.1200
2015-09-29,188.1200,107.9800,109.5400,74.9100
2015-09-30,191.6300,106.8600,109.5800,75.5400
2015-10-01,192.1300,106.7300,109.4600,75.9100
2015-10-02,195.0000,108.9900,109.7900,76.4600
2015-10-05,198.4700,108.7700,109.3800,77.7500
2015-10-06,197.7900,109.8600,109.6500,77.5700
2015-10-07,199.4100,109.7000,109.5700,78.4600
2015-10-08,201.2100,109.1400,109.4200,79.1200
2015-10-09,201.3300,110.8700,109.3300,78.9900
2015-10-12,201.5200,111.3100,109.6100,79.5500
2015-10-13,200.2500,111.8600,109.6200,78.9300
2015-10-14,199.2900,113.8100,110.0300,78.3400
2015-10-15,202.3500,113.2900,109.8800,79.4100
2015-10-16,203.2700,112.4900,109.7700,80.0100
2015-10-19,203.3700,112.0200,109.8800,81.1300
2015-10-20,203.1100,112.7300,109.6600,81.1000
2015-10-21,201.8500,111.7300,109.9200,80.8000
2015-10-22,205.2600,111.6900,109.9400,81.5100
2015-10-23,207.5100,111.5000,109.7500,80.7200
2015-10-26,207.0000,111.4300,109.8000,80.7000
2015-10-27,206.6000,111.6800,109.9600,80.6700
2015-10-28,208.9500,110.7800,109.6300,80.7400
2015-10-29,208.8300,109.7200,109.1600,80.6300
2015-10-30,207.9300,109.3000,109.4500,79.8900
2015-11-02,210.3900,108.5900,109.0200,81.5900
2015-11-03,211.0000,106.9800,108.8200,80.7700
2015-11-04,210.3600,105.9700,108.8200,80.4100
2015-11-05,210.1500,105.6400,108.7700,80.7300
2015-11-06,210.0400,104.1000,108.2500,78.2200
2015-11-09,208.0800,104.4000,108.1800,76.8800
2015-11-10,208.5600,104.1800,108.3800,77.7600
2015-11-11,207.7400,103.8300,108.2400,77.8500
2015-11-12,204.8400,103.8500,108.3400,77.3200
2015-11-13,202.5400,103.5600,108.5500,76.4400
2015-11-16,205.6200,103.7100,108.6400,77.3200
2015-11-17,205.4700,102.3400,108.7200,77.3200
2015-11-18,208.7300,102.4300,108.6400,78.0000
2015-11-19,208.5500,103.5600,108.6900,78.2400
2015-11-20,209.3100,103.0900,108.6200,79.2200
2015-11-23,209.0700,102.2600,108.6500,79.3900
2015-11-24,209.3500,102.9400,108.7500,78.9700
2015-11-25,209.3200,102.4600,108.8000,79.2900
2015-11-27,209.5600,101.2500,108.7700,79.9800
2015-11-30,208.6900,101.9200,108.8100,79.3900
2015-12-01,210.6800,102.2800,108.8200,80.4900
2015-12-02,208.5300,100.6900,108.6900,78.8500
2015-12-03,205.6100,101.7600,107.8900,77.6100
2015-12-04,209.6200,104.0200,108.2400,79.0900
2015-12-07,208.3500,102.6700,108.4000,78.8700
2015-12-08,206.9500,102.8400,108.4400,78.8000
2015-12-09,205.3400,102.6400,108.4400,78.3600
2015-12-10,205.8700,102.5500,108.4200,77.8000
2015-12-11,201.8800,103.1100,108.6900,77.6600
2015-12-14,202.9000,101.7900,108.1800,78.0200
2015-12-15,205.0300,101.5200,108.1900,78.8700
2015-12-16,208.0300,102.7500,108.0000,80.4100
2015-12-17,204.8600,100.5000,108.1500,80.0100
2015-12-18,200.0200,102.0400,108.3800,79.0800
2015-12-21,201.6700,103.1500,108.2800,79.3900
2015-12-22,203.5000,102.6100,108.2000,79.7100
2015-12-23,206.0200,102.3100,108.1800,79.4200
2015-12-24,205.6800,103.0500,108.0100,79.4200
2015-12-28,205.2100,102.2700,108.0100,79.8600
2015-12-29,207.4000,102.2000,107.7400,80.7100
2015-12-30,205.9300,101.4200,107.7200,80.4300
2015-12-31,203.8700,101.4600,108.0100,79.7300
2016-01-04,201.0200,102.8900,107.9700,78.7700
2016-01-05,201.3600,103.1800,108.0200,80.2900
2016-01-06,198.8200,104.6700,108.4300,80.0700
2016-01-07,194.0500,106.1500,108.4200,78.5100
2016-01-08,191.9200,105.6800,108.6600,77.4600
2016-01-11,192.1100,104.7400,108.3500,77.9000
2016-01-12,193.6600,104.2100,108.5900,77.3800
2016-01-13,188.8300,104.7200,108.8400,76.2700
2016-01-14,191.9300,103.0200,108.8000,76.0900
2016-01-15,187.8100,104.0800,108.9300,75.5700
2016-01-19,188.0600,103.9800,108.8200,75.9700
2016-01-20,185.6500,105.3700,108.9100,73.9300
2016-01-21,186.6900,105.4900,108.7600,74.3400
2016-01-22,190.5200,105.0000,108.8400,76.4100
2016-01-25,187.6400,106.0800,108.7800,75.9300
2016-01-26,190.2000,107.2900,108.9200,77.5200
2016-01-27,188.1300,107.6900,108.9400,76.0200
2016-01-28,189.1100,106.5400,109.0300,75.4400
2016-01-29,193.7200,106.9500,109.3500,76.9900
2016-02-01,193.6500,108.0500,108.9900,77.1200
2016-02-02,190.1600,108.0900,109.3200,76.4200
2016-02-03,191.3000,109.2500,109.3100,76.9300
2016-02-04,191.6000,110.5700,109.4200,76.9700
2016-02-05,187.9500,112.3200,109.3200,75.5100
2016-02-08,185.4200,113.8300,109.7400,73.3500
2016-02-09,185.4300,113.5800,109.7300,72.0000
2016-02-10,185.2700,114.4600,110.0000,72.5000
2016-02-11,182.8600,119.0600,110.0700,71.4700
2016-02-12,186.6300,118.3600,109.7700,72.2900
2016-02-16,189.7800,114.7700,109.5000,73.6200
2016-02-17,192.8800,115.4800,109.4400,74.2500
2016-02-18,192.0900,118.2900,109.7700,75.0000
2016-02-19,192.0000,117.5800,109.7900,75.4300
2016-02-22,194.7800,115.4900,109.8200,76.1500
2016-02-23,192.3200,117.2200,109.8400,75.9500
2016-02-24,193.2000,117.6100,109.8800,75.8600
2016-02-25,195.5400,117.9200,110.1600,77.4100
2016-02-26,195.0900,117.1100,109.9600,77.0100
2016-02-29,193.5600,118.6400,110.0900,76.7100
2016-03-01,198.1100,117.7700,109.5400,78.8700
2016-03-02,199.0000,118.6800,109.4200,79.4400
2016-03-03,199.7800,120.7300,109.5500,79.8600
2016-03-04,200.4300,120.5400,109.3800,79.8700
2016-03-07,200.5900,121.1400,109.3500,80.0800
2016-03-08,198.4000,120.5800,109.6200,79.2600
2016-03-09,199.3800,119.5800,109.5700,79.7000
2016-03-10,199.5400,121.5000,109.6200,79.4100
2016-03-11,202.7600,119.4100,109.4200,81.1900
2016-03-14,202.5000,117.8700,109.4800,81.2000
2016-03-15,202.1700,117.9600,109.3800,81.2400
2016-03-16,203.3400,120.5900,109.8500,82.2200
2016-03-17,204.6300,120.1300,110.0800,83.3800
2016-03-18,204.3800,119.8000,110.1700,83.0200
2016-03-21,204.6700,118.9600,109.9300,81.3600
2016-03-22,204.5600,119.3100,109.8600,81.3600
2016-03-23,203.2100,116.6100,110.1000,80.9200
2016-03-24,203.1200,116.3300,110.1100,80.9500
2016-03-28,203.2400,116.6000,110.1900,81.6800
2016-03-29,205.1200,118.7600,110.5200,83.4500
2016-03-30,206.0200,117.1000,110.4800,83.2900
2016-03-31,205.5200,117.6400,110.8300,83.8000
2016-04-01,206.9200,116.9300,110.5100,83.6900
2016-04-04,206.2500,116.1500,110.6200,83.5700
2016-04-05,204.1900,117.6600,110.7700,83.0200
2016-04-06,206.4200,116.9400,110.7500,83.2200
2016-04-07,203.9500,118.6100,110.9900,82.7000
2016-04-08,204.5000,118.4300,110.8800,83.1600
2016-04-11,204.0200,120.0300,110.9600,82.9900
2016-04-12,205.9200,120.0500,110.7800,83.5900
2016-04-13,208.0000,118.7700,110.8300,83.2200
2016-04-14,208.0100,117.1100,110.6400,82.7600
2016-04-15,207.7800,117.9200,110.9500,83.3800
2016-04-18,209.2400,117.7400,110.9400,83.7800
2016-04-19,209.9000,119.5800,110.9300,83.8200
2016-04-20,210.1000,118.9700,110.6600,82.4000
2016-04-21,208.9700,119.4200,110.5100,80.9300
2016-04-22,208.9700,117.8900,110.5200,81.8100
2016-04-25,208.6100,118.2300,110.4000,82.4900
2016-04-26,208.9200,118.7000,110.3500,82.8100
2016-04-27,209.3500,119.0400,110.6800,82.7600
2016-04-28,207.4500,121.2900,110.9000,82.5900
2016-04-29,206.3300,123.6500,110.8900,81.8300
2016-05-02,207.9700,123.2400,110.6100,83.1000
2016-05-03,206.1600,122.9600,110.8100,83.2300
2016-05-04,205.0100,122.2100,110.8600,84.4200
2016-05-05,204.9700,122.0700,111.1400,84.6600
2016-05-06,205.7200,123.1800,110.9700,85.5900
2016-05-09,205.8900,120.6500,111.0400,86.5300
2016-05-10,208.4500,120.9800,111.0900,86.5200
2016-05-11,206.5000,122.1200,111.0900,84.6700
2016-05-12,206.5600,121.1600,110.9900,85.1600
2016-05-13,204.7600,121.7100,111.2000,84.4000
2016-05-16,206.7800,121.8000,111.0100,85.2000
2016-05-17,204.8500,122.2200,110.8600,83.6200
2016-05-18,204.9100,120.1000,110.4000,82.3100
2016-05-19,204.2000,119.8700,110.4700,81.3900
2016-05-20,205.4900,119.7100,110.5400,82.0400
2016-05-23,205.2100,119.3700,110.5200,82.0500
2016-05-24,207.8700,117.3000,110.4600,83.0700
2016-05-25,209.2800,116.9800,110.4800,83.0700
2016-05-26,209.3400,116.5800,110.6500,83.2300
2016-05-27,210.2400,115.6200,110.6300,83.6800
2016-05-31,209.8400,116.0600,110.7000,83.6700
2016-06-01,210.2700,115.9400,110.4200,83.7400
2016-06-02,210.9100,115.6700,110.7000,84.1700
2016-06-03,210.2800,118.8800,111.3000,84.5100
2016-06-06,211.3500,118.9200,111.1500,83.8600
2016-06-07,211.6800,118.8200,111.2500,84.3700
2016-06-08,212.3700,120.5800,111.2900,84.9100
2016-06-09,212.0800,121.2500,111.3700,85.1000
2016-06-10,210.0700,121.7400,111.5200,84.7000
2016-06-13,208.4500,122.6400,111.6100,84.7200
2016-06-14,208.0400,122.7700,111.5600,84.5000
2016-06-15,207.7500,123.6800,111.8000,85.3000
2016-06-16,208.3700,122.3800,111.8700,85.7800
2016-06-17,206.5200,123.9500,111.7900,85.6400
2016-06-20,207.8500,123.2100,111.4800,85.7600
2016-06-21,208.4400,120.8400,111.4000,85.3200
2016-06-22,208.1000,120.9000,111.4700,85.1900
2016-06-23,210.8100,120.1100,111.2800,85.6200
2016-06-24,203.2400,126.0000,111.8800,84.8600
2016-06-27,199.6000,126.6800,112.3300,84.9200
2016-06-28,203.2000,125.3200,112.4700,86.7100
2016-06-29,206.6600,125.8400,112.3900,87.7600
2016-06-30,209.4800,126.4700,112.6200,88.6700
2016-07-01,209.9200,128.4100,112.6500,88.7000
2016-07-05,208.4100,129.4700,112.9500,89.6800
2016-07-06,209.6600,130.2300,113.1600,89.2900
2016-07-07,209.5300,129.7400,113.0800,88.3700
2016-07-08,212.6500,130.5200,113.2500,89.8000
2016-07-11,213.4000,129.2900,112.9500,90.4000
2016-07-12,214.9500,127.1500,112.6100,90.3900
2016-07-13,214.9200,128.3200,112.7700,90.8900
2016-07-14,216.1200,127.3300,112.6700,90.0800
2016-07-15,215.8300,126.8400,112.2600,90.1100
2016-07-18,216.4100,127.0400,112.2800,90.3500
2016-07-19,216.1900,127.2100,112.5100,90.7900
2016-07-20,217.0900,125.3900,112.4100,90.8000
2016-07-21,216.2700,127.3000,112.5100,90.9800
2016-07-22,217.2400,126.3500,112.5300,91.7800
2016-07-25,216.6500,125.4700,112.4000,91.6100
2016-07-26,216.7500,126.0000,112.4000,91.1600
2016-07-27,216.5200,128.0300,112.7300,90.4500
2016-07-28,216.7700,127.6600,112.7200,91.2900
2016-07-29,217.1200,128.9800,113.0200,92.4500
2016-08-01,216.9400,129.2200,112.5500,92.6500
2016-08-02,215.5500,130.2700,112.2200,91.1700
2016-08-03,216.1800,129.6500,112.3400,90.6400
2016-08-04,216.4100,129.8700,112.5500,90.2700
2016-08-05,218.1800,127.5500,112.1700,90.3300
2016-08-08,218.0500,127.4400,112.2400,90.4900
2016-08-09,218.1800,127.9600,112.5300,90.9800
2016-08-10,217.6400,128.5600,112.6600,90.8800
2016-08-11,218.6500,127.6700,112.3600,89.8500
2016-08-12,218.4600,127.4000,112.6300,90.2300
2016-08-15,219.0900,127.8400,112.4300,90.1400
2016-08-16,217.9600,128.4700,112.3600,89.0600
2016-08-17,218.3700,128.5000,112.5700,89.4200
2016-08-18,218.8600,129.1100,112.7300,89.0900
2016-08-19,218.5400,127.9700,112.4800,88.5200
2016-08-22,218.5300,127.7800,112.6500,89.0000
2016-08-23,218.9700,127.7600,112.6800,89.0500
2016-08-24,217.8500,126.3400,112.6400,88.6600
2016-08-25,217.7000,126.2300,112.5200,89.0600
2016-08-26,217.2900,126.0500,112.3400,88.1800
2016-08-29,218.3600,126.3000,112.6500,89.0500
2016-08-30,218.0000,125.0300,112.5900,88.8800
2016-08-31,217.3800,124.7800,112.5700,88.9700
2016-09-01,217.3900,125.2900,112.4600,88.7500
2016-09-02,218.3700,126.5700,112.3100,89.5200
2016-09-06,219.0300,128.7100,112.5500,90.2100
2016-09-07,219.0100,128.2700,112.6100,90.7500
2016-09-08,218.5100,127.5900,112.2200,89.6400
2016-09-09,213.2800,126.7500,111.7300,86.0900
2016-09-12,216.3400,126.5900,111.8200,87.1100
2016-09-13,213.2300,125.7500,111.5100,84.3400
2016-09-14,213.1500,126.1800,111.6500,84.6100
2016-09-15,215.2800,125.3700,111.7200,84.9300
2016-09-16,213.3700,125.0600,111.8000,84.9700
2016-09-19,213.4100,125.3200,111.7100,85.7400
2016-09-20,213.4200,125.4400,111.7500,85.6100
2016-09-21,215.8200,127.2700,112.0300,86.7100
2016-09-22,217.1800,127.5700,112.2600,88.2600
2016-09-23,215.9900,127.6500,112.2300,88.5300
2016-09-26,214.2400,127.5500,112.3700,88.7400
2016-09-27,215.5700,126.6200,112.5100,87.8000
2016-09-28,216.6400,126.2200,112.5400,88.5200
2016-09-29,214.6800,126.0700,112.5400,87.3400
2016-09-30,216.3000,125.6400,112.4200,86.7400
2016-10-03,215.7800,125.3200,112.0900,85.1200
2016-10-04,214.6800,120.9700,111.7100,83.9600
2016-10-05,215.6300,120.7800,111.5600,82.2600
2016-10-06,215.7800,119.6600,111.5600,82.2900
2016-10-07,215.0400,119.7400,111.5800,82.1500
2016-10-10,216.1600,120.1600,111.5300,82.6600
2016-10-11,213.4300,119.5500,111.3600,81.8600
2016-10-12,213.7100,119.7400,111.4000,82.8000
2016-10-13,213.0100,120.0300,111.5600,83.4500
2016-10-14,213.1200,119.3600,111.3700,83.0800
2016-10-17,212.3800,119.6800,111.5600,83.2600
2016-10-18,213.7100,120.4200,111.7400,83.7900
2016-10-19,214.2800,121.1100,111.8000,83.9700
2016-10-20,213.8800,120.7400,111.7600,83.7800
2016-10-21,213.9800,120.8300,111.8300,83.4700
2016-10-24,214.8900,120.5600,111.6600,83.6600
2016-10-25,214.1700,121.4700,111.6600,83.5100
2016-10-26,213.7400,120.7900,111.4400,82.4200
2016-10-27,213.1700,121.0100,111.1600,80.2600
2016-10-28,212.5400,121.5800,111.1600,80.4500
2016-10-31,212.5500,121.9400,111.3000,81.7600
2016-11-01,211.0100,122.7300,111.0300,79.9800
2016-11-02,209.7400,123.6400,111.1600,78.8100
2016-11-03,208.7800,124.3000,111.0100,78.2000
2016-11-04,208.5500,124.3900,111.2400,78.8200
2016-11-07,213.1500,122.1500,111.1100,80.2000
2016-11-08,214.1100,121.6400,110.9300,80.6200
2016-11-09,216.3800,121.5600,109.9000,79.4000
2016-11-10,216.9200,119.7500,109.4500,78.0700
2016-11-11,216.4200,117.1000,109.2500,78.5400
2016-11-14,216.5900,116.1100,108.8100,80.4000
2016-11-15,218.2800,117.1200,108.8900,79.7300
2016-11-16,217.8700,116.7700,109.1300,79.5000
2016-11-17,218.9900,116.1700,108.7200,78.6900
2016-11-18,218.5000,115.1500,108.3700,78.9200
2016-11-21,220.1500,115.5800,108.4600,78.6800
2016-11-22,220.5800,115.5400,108.5600,80.0600
2016-11-23,220.7000,113.2500,108.1800,79.7200
2016-11-25,221.5200,112.6100,108.1700,80.1800
2016-11-28,220.4800,113.8000,108.5500,80.5500
2016-11-29,220.9100,113.2700,108.6700,81.3200
2016-11-30,220.3800,111.7500,108.2400,80.3900
2016-12-01,219.5700,111.5400,107.6800,79.2100
2016-12-02,219.6800,112.1400,108.0200,80.0000
2016-12-05,221.0000,111.5400,108.1100,80.5900
2016-12-06,221.7000,111.4300,108.0900,81.1100
2016-12-07,224.6000,111.8300,108.3700,82.7300
2016-12-08,225.1500,111.5700,108.1700,83.3000
2016-12-09,226.5100,110.4000,107.8400,83.2100
2016-12-12,226.2500,110.8200,107.7400,83.7600
2016-12-13,227.7600,110.4500,107.8800,83.7200
2016-12-14,225.8800,108.8300,107.2900,81.8900
2016-12-15,226.8100,107.3400,107.1600,81.4100
2016-12-16,225.0400,108.0500,107.2300,82.6300
2016-12-19,225.5300,108.5900,107.5100,83.5200
2016-12-20,226.4000,107.7900,107.4100,83.7100
2016-12-21,225.7700,107.8500,107.6400,82.4400
2016-12-22,225.3800,107.5900,107.3900,80.6100
2016-12-23,225.7100,107.9300,107.4200,80.8200
2016-12-27,226.2700,108.5600,107.3400,80.9900
2016-12-28,224.4000,108.8600,107.5100,80.5000
2016-12-29,224.3500,110.2900,107.8400,81.5000
2016-12-30,223.5300,109.6100,108.0600,82.5300
2017-01-03,225.2400,110.4700,108.1700,82.8000
2017-01-04,226.5800,110.8600,108.2000,84.0100
2017-01-05,226.4000,112.5800,108.6500,84.2800
2017-01-06,227.2100,111.7500,108.2900,84.2900
2017-01-09,226.4600,112.6700,108.4700,83.5300
2017-01-10,226.4600,113.1500,108.4400,82.8200
2017-01-11,227.1000,113.5000,108.5700,82.3100
2017-01-12,226.5300,113.9100,108.6100,82.7300
2017-01-13,227.0500,114.2100,108.4200,82.6100
2017-01-17,226.2500,115.8500,108.7900,83.2500
2017-01-18,226.7500,114.8700,108.3200,83.3900
2017-01-19,225.9100,114.7700,108.0400,82.5400
2017-01-20,226.7400,115.0500,108.0800,83.1400
2017-01-23,226.1500,115.7900,108.3800,83.8400
2017-01-24,227.6000,115.2700,108.2100,83.8600
2017-01-25,229.5700,114.3200,107.9200,83.3100
2017-01-26,229.3300,113.2600,107.9900,83.1500
2017-01-27,228.9700,113.4900,108.0800,82.3400
2017-01-30,227.5500,113.9700,108.0300,81.7800
2017-01-31,227.5300,115.5500,108.2900,82.3700
2017-02-01,227.6200,115.2000,107.9200,81.3800
2017-02-02,227.7700,115.8400,107.9800,82.3500
2017-02-03,229.3400,116.1300,108.0100,82.8000
2017-02-06,228.9300,117.7000,108.3200,82.6600
2017-02-07,228.9400,117.4600,108.4300,82.3700
2017-02-08,229.2400,118.1900,108.7400,83.0200
2017-02-09,230.6000,117.2900,108.4800,83.2200
2017-02-10,231.5100,117.6000,108.4600,83.8100
2017-02-13,232.7700,116.8000,108.3000,83.8400
2017-02-14,233.7000,116.9300,108.0600,83.4000
2017-02-15,234.9200,117.4500,107.8900,83.1200
2017-02-16,234.7200,118.0800,108.1200,83.6100
2017-02-17,235.0900,117.6800,108.3600,83.7700
2017-02-21,236.4900,117.7500,108.3500,84.8400
2017-02-22,236.2800,117.9100,108.4200,84.5600
2017-02-23,236.4400,118.9400,108.6000,85.0000
2017-02-24,236.7400,119.7000,109.0000,85.4000
2017-02-27,237.1100,119.1200,108.8000,85.8500
2017-02-28,236.4700,119.2300,108.7700,85.2600
2017-03-01,239.7800,119.0600,108.0400,85.0000
2017-03-02,238.2700,117.5800,107.8400,84.5400
2017-03-03,238.4200,117.5100,107.9200,84.2100
2017-03-06,237.7100,116.7200,107.8700,83.8300
2017-03-07,237.0000,115.7800,107.7300,83.4300
2017-03-08,236.5600,115.0600,107.4700,81.8900
2017-03-09,236.8600,114.4700,107.1400,80.6600
2017-03-10,237.6900,114.7200,107.3000,80.4100
2017-03-13,237.8100,114.7400,107.1200,80.6100
2017-03-14,236.9000,114.1200,107.1600,80.5900
2017-03-15,238.9500,116.2500,107.7800,82.2200
2017-03-16,238.4800,116.7300,107.6600,82.0600
2017-03-17,237.0300,116.9900,107.8900,82.4400
2017-03-20,236.7700,117.5100,108.0500,82.3700
2017-03-21,233.7300,118.5400,108.2700,82.0100
2017-03-22,234.2800,118.8300,108.4200,81.3700
2017-03-23,234.0300,118.6700,108.4500,81.9700
2017-03-24,233.8600,118.8600,108.3600,81.8800
2017-03-27,233.6200,119.5300,108.6200,81.1400
2017-03-28,235.3200,119.0400,108.3700,81.4900
2017-03-29,235.5400,119.3300,108.6100,81.9500
2017-03-30,236.2900,118.4700,108.4100,82.1000
2017-03-31,235.7400,118.7200,108.4900,82.5900
2017-04-03,235.3300,119.3500,108.6700,82.8300
2017-04-04,235.4800,119.6200,108.5700,82.8300
2017-04-05,234.7800,119.6200,108.6900,82.9500
2017-04-06,235.4400,119.1800,108.6800,83.3900
2017-04-07,235.2000,119.4600,108.4400,83.5100
2017-04-10,235.3400,119.4600,108.5800,84.0300
2017-04-11,235.0600,121.1900,108.8900,84.6100
2017-04-12,234.0300,122.0200,109.1300,84.4600
2017-04-13,232.5100,122.6000,109.2700,84.2700
2017-04-17,234.5700,122.2400,109.2100,85.2900
2017-04-18,233.8700,122.8200,109.6500,85.5200
2017-04-19,233.4400,121.7300,109.4800,85.4000
2017-04-20,235.3400,121.9600,109.3100,85.4100
2017-04-21,234.5900,122.3100,109.3400,85.1000
2017-04-24,237.1700,121.4800,109.1800,84.1600
2017-04-25,238.5500,120.2500,108.8200,84.5100
2017-04-26,238.4000,120.8400,108.9600,83.8800
2017-04-27,238.6000,120.3900,109.0600,83.6600
2017-04-28,238.0800,120.7700,109.2500,82.7900
2017-05-01,238.6800,119.6700,108.7300,83.2800
2017-05-02,238.7700,119.6500,108.8800,83.1400
2017-05-03,238.4800,117.9800,108.7700,82.0300
2017-05-04,238.7600,116.7900,108.6800,81.6300
2017-05-05,239.7000,117.0100,108.7000,82.4000
2017-05-08,239.6600,116.7500,108.4900,81.8200
2017-05-09,239.4400,116.0500,108.5000,81.3800
2017-05-10,239.8700,116.0400,108.5300,82.0200
2017-05-11,239.3800,116.5000,108.5200,81.6100
2017-05-12,238.9800,116.8300,108.9200,81.2800
2017-05-15,240.3000,117.1400,108.8800,81.5200
2017-05-16,240.0800,117.6500,109.0200,80.9700
2017-05-17,235.8200,119.7900,109.5800,81.3000
2017-05-18,236.7700,118.8100,109.5200,81.7500
2017-05-19,238.3100,119.4000,109.5200,82.1900
2017-05-22,239.5200,119.9000,109.4500,82.5100
2017-05-23,240.0500,119.1400,109.2400,82.5800
2017-05-24,240.6100,119.6100,109.4300,83.2500
2017-05-25,241.7600,119.4800,109.4800,83.2600
2017-05-26,241.7100,120.5400,109.4400,82.6600
2017-05-30,241.5000,120.1400,109.6500,82.1400
2017-05-31,241.4400,120.6200,109.7600,82.1900
2017-06-01,243.3600,120.7200,109.4800,82.6200
2017-06-02,244.1700,121.6100,109.8400,83.4700
2017-06-05,243.9900,121.7300,109.6700,83.1100
2017-06-06,243.2100,123.1000,109.8900,82.7100
2017-06-07,243.6600,122.4500,109.7600,83.2900
2017-06-08,243.7800,121.6500,109.6500,83.0900
2017-06-09,243.4100,120.5400,109.5600,83.6700
2017-06-12,243.3600,120.3600,109.5600,84.4200
2017-06-13,244.5500,120.4800,109.5900,84.6100
2017-06-14,244.2400,119.8200,109.9400,84.7300
2017-06-15,243.7700,119.3200,109.8700,85.1600
2017-06-16,242.6400,119.3400,109.9400,84.9400
2017-06-19,244.6600,118.4300,109.7900,84.9500
2017-06-20,243.0100,118.1800,109.9600,84.7500
2017-06-21,242.9500,118.5200,109.9800,84.5800
2017-06-22,242.8400,118.9200,110.0300,84.6600
2017-06-23,243.1300,119.4300,110.0500,84.1500
2017-06-26,243.2900,118.3600,110.1500,84.7500
2017-06-27,241.3300,118.8100,109.8200,83.9900
2017-06-28,243.4900,118.9000,109.8600,84.1900
2017-06-29,241.3500,118.3200,109.6500,83.2300
2017-06-30,241.8000,118.0200,109.5100,83.2300
2017-07-03,242.2100,116.0900,109.0900,84.2900
2017-07-05,242.7700,116.5200,109.1500,83.1000
2017-07-06,240.5500,116.4700,108.9400,81.5400
2017-07-07,242.1100,115.2800,108.9000,82.0000
2017-07-10,242.3700,115.4700,108.9500,81.2500
2017-07-11,242.1900,115.6200,109.0500,81.1600
2017-07-12,244.0100,116.0300,109.3800,82.1600
2017-07-13,244.4200,115.8200,109.2600,82.2900
2017-07-14,245.5600,116.7700,109.3700,83.0800
2017-07-17,245.5300,117.2900,109.4200,83.7500
2017-07-18,245.6600,118.1100,109.6700,83.5700
2017-07-19,246.9900,118.0800,109.7000,84.2000
2017-07-20,247.1000,118.2400,109.7300,83.8100
2017-07-21,246.8800,119.2600,109.9200,83.7500
2017-07-24,246.8200,119.3100,109.8200,83.5900
2017-07-25,247.4200,118.9200,109.4300,83.7000
2017-07-26,247.4300,119.8800,109.6400,84.2800
2017-07-27,247.2000,119.7900,109.4800,84.3800
2017-07-28,246.9100,120.6900,109.7000,84.1500
2017-07-31,246.7700,120.7500,109.6500,84.2600
2017-08-01,247.3200,120.6500,109.7200,84.6400
2017-08-02,247.4400,120.4000,109.6400,83.8700
2017-08-03,246.9600,120.5900,109.8600,83.7000
2017-08-04,247.4100,119.6500,109.6800,83.9800
2017-08-07,247.8700,119.5100,109.6700,83.8900
2017-08-08,247.2600,119.8600,109.5700,83.4900
2017-08-09,247.2500,121.3100,109.6700,83.2100
2017-08-10,243.7600,122.2100,109.7800,82.6100
2017-08-11,244.1200,122.7900,109.8700,82.1000
2017-08-14,246.5400,121.9200,109.8200,83.4700
2017-08-15,246.5100,120.9800,109.6600,83.2200
2017-08-16,246.9400,121.8700,109.8600,83.5500
2017-08-17,243.0900,122.4900,110.0200,83.0300
2017-08-18,242.7100,122.3000,109.9500,82.1900
2017-08-21,242.9000,122.7600,110.0300,83.0700
2017-08-22,245.4400,122.2100,109.9300,82.8300
2017-08-23,244.5600,122.6700,110.1800,83.6800
2017-08-24,243.9900,122.2900,110.0400,83.4200
2017-08-25,244.5600,122.7400,110.1200,83.8200
2017-08-28,244.5700,124.6900,110.1600,83.1800
2017-08-29,244.8500,124.4200,110.3200,83.0900
2017-08-30,246.0100,124.3600,110.3000,83.5600
