Date,stocks,gold,bonds,property
2013-07-25,168.9300,128.6700,107.2900,71.1700
2013-07-26,169.1100,128.7800,107.2600,71.2300
2013-07-29,168.5900,128.4700,107.2600,70.7000
2013-07-30,168.5900,128.1200,107.2200,70.4900
2013-07-31,168.7100,127.9600,107.3000,69.3400
2013-08-01,170.6600,126.6100,106.4900,69.0700
2013-08-02,170.9500,126.3600,106.8500,68.7300
2013-08-05,170.7000,125.7000,106.9000,68.6800
2013-08-06,169.7300,123.9700,106.7900,68.4400
2013-08-07,169.1800,124.1500,106.9300,68.2600
2013-08-08,169.8000,126.8600,107.0800,68.2900
2013-08-09,169.3100,126.8600,107.1500,68.8900
2013-08-12,169.1100,129.1300,107.0800,68.4000
2013-08-13,169.6100,127.7400,106.6500,67.4600
2013-08-14,168.7400,129.0000,106.5100,67.2000
2013-08-15,166.3800,131.6900,106.1300,65.9700
2013-08-16,165.8300,132.5800,105.8300,64.3500
2013-08-19,164.7700,132.0100,105.5000,63.5000
2013-08-20,165.5800,132.4500,105.8100,64.9400
2013-08-21,164.5600,132.0700,105.4200,64.7900
2013-08-22,166.0600,132.8100,105.5500,65.1800
2013-08-23,166.6200,134.9000,105.9000,65.8600
2013-08-26,166.0000,135.4500,106.0900,65.6700
2013-08-27,163.3300,136.7500,106.3700,65.3500
2013-08-28,163.9100,136.7100,106.1700,64.9500
2013-08-29,164.1700,135.8700,106.3800,65.0500
2013-08-30,163.6500,134.6200,106.2100,64.5000
2013-09-03,164.3900,136.4200,105.7500,63.9400
2013-09-04,165.7500,134.6600,105.6000,64.4900
2013-09-05,165.9600,132.2000,104.8900,63.8100
2013-09-06,166.0400,134.1500,105.2800,64.8000
2013-09-09,167.6300,133.9100,105.4900,66.1500
2013-09-10,168.8700,131.7400,105.3000,66.1000
2013-09-11,169.4000,131.7000,105.6600,66.6300
2013-09-12,168.9500,127.6700,105.5400,66.2000
2013-09-13,169.3300,127.8200,105.6900,66.3900
2013-09-16,170.3100,126.4500,105.9100,67.0500
2013-09-17,171.0700,126.5000,106.0100,67.0100
2013-09-18,173.0500,132.0100,106.9000,69.2800
2013-09-19,172.7600,131.7500,106.7700,69.2200
2013-09-20,170.7200,127.9600,106.7700,68.0900
2013-09-23,169.9300,127.5500,106.8500,67.0100
2013-09-24,169.5300,127.6600,107.1000,66.5000
2013-09-25,169.0400,128.7900,107.2500,66.7200
2013-09-26,169.6900,127.7900,107.2300,67.1300
2013-09-27,168.9100,128.9700,107.2900,66.8500
2013-09-30,168.0100,128.1800,107.2000,66.1400
2013-10-01,169.3400,124.5900,106.9300,67.1000
2013-10-02,169.1800,127.0600,107.0700,67.2000
2013-10-03,167.6200,127.1800,107.1500,66.0300
2013-10-04,168.8900,126.5300,107.0600,65.9000
2013-10-07,167.4300,127.6400,107.0400,66.2000
2013-10-08,165.4800,127.4000,106.9900,65.4800
2013-10-09,165.6000,126.1100,106.9100,65.4900
2013-10-10,169.1700,124.2700,107.0300,67.1600
2013-10-11,170.2600,122.6000,107.0700,67.8300
2013-10-14,170.9400,122.8300,106.8700,67.8700
2013-10-15,169.7000,123.7300,106.8200,67.6200
2013-10-16,172.0700,123.5400,107.2800,68.8900
2013-10-17,173.2200,127.4200,107.5800,69.9300
2013-10-18,174.3900,126.8500,107.7600,69.8600
2013-10-21,174.4000,126.9800,107.6600,69.4400
2013-10-22,175.4100,129.3400,108.0400,70.0800
2013-10-23,174.5700,128.6900,108.0100,70.2100
2013-10-24,175.1500,129.9000,107.9700,70.1900
2013-10-25,175.9500,130.4600,108.0100,71.0500
2013-10-28,176.2300,130.5600,107.9600,70.5400
2013-10-29,177.1700,129.7700,108.0900,70.1300
2013-10-30,176.2900,129.6000,107.8900,69.5400
2013-10-31,175.7900,127.7400,107.9000,69.1300
2013-11-01,176.2100,126.9500,107.4500,69.4900
2013-11-04,176.8300,126.8100,107.5600,69.6200
2013-11-05,176.2700,126.5600,107.2400,68.4800
2013-11-06,177.1700,127.2000,107.4100,68.3800
2013-11-07,174.9300,126.1600,107.4900,67.5300
2013-11-08,177.2900,124.2800,106.8200,66.6200
2013-11-11,177.3200,123.8700,106.7600,66.6900
2013-11-12,176.9600,122.4500,106.7200,66.3900
2013-11-13,178.3800,122.8500,107.0000,66.8200
2013-11-14,179.2700,124.2700,107.3300,67.2900
2013-11-15,180.0500,124.3200,107.3600,67.5400
2013-11-18,179.4200,122.9000,107.5700,67.1200
2013-11-19,179.0300,122.9500,107.2800,66.6500
2013-11-20,178.4700,120.1200,106.9800,65.8400
2013-11-21,179.9100,119.9400,107.0900,66.3500
2013-11-22,180.8100,119.9200,107.2400,66.0900
2013-11-25,180.6300,120.4600,107.3200,65.7800
2013-11-26,180.6800,119.8200,107.3500,65.5500
2013-11-27,181.1200,119.4600,107.4000,66.1100
2013-11-29,181.0000,120.7000,107.4400,65.5000
2013-12-02,180.5300,117.5800,106.8300,65.1200
2013-12-03,179.7500,117.9600,106.9600,64.9900
2013-12-04,179.7300,119.9600,106.6800,65.2300
2013-12-05,178.9400,118.3000,106.4500,65.4600
2013-12-06,180.9400,118.5500,106.6300,65.9300
2013-12-09,181.4000,119.7200,106.7600,66.2500
2013-12-10,180.7500,121.8200,106.9300,66.0800
2013-12-11,178.7200,120.8600,106.7600,64.5600
2013-12-12,178.1300,118.2900,106.6000,64.2000
2013-12-13,178.1100,119.3800,106.6500,64.3600
2013-12-16,179.2200,119.6900,106.7300,64.5800
2013-12-17,178.6500,118.6500,106.9100,64.8800
2013-12-18,181.7000,117.6100,106.8600,66.0300
2013-12-19,181.4900,114.8200,106.6800,65.1200
2013-12-20,181.5600,115.9400,106.8600,65.5200
2013-12-23,182.5300,115.5700,106.8100,65.6500
2013-12-24,182.9300,116.1000,106.6600,64.7000
2013-12-26,183.8600,116.7400,106.3900,64.7500
2013-12-27,183.8500,117.1200,106.4300,64.8900
2013-12-30,183.8200,115.3900,106.5300,64.9100
2013-12-31,184.6900,116.1200,106.4300,64.5600
2014-01-02,182.9200,118.0000,106.5000,64.5700
2014-01-03,182.8900,119.2900,106.5400,64.9300
2014-01-06,182.3600,119.5000,106.6800,65.2600
2014-01-07,183.4800,118.8200,106.7300,65.5500
2014-01-08,183.5200,118.1200,106.4100,65.2300
2014-01-09,183.6400,118.4600,106.5600,65.2300
2014-01-10,184.1400,120.2600,107.1000,66.1200
2014-01-13,181.6900,121.0200,107.2000,65.6800
2014-01-14,183.6700,119.8900,107.0400,66.1600
2014-01-15,184.6600,119.6600,106.9500,66.6600
2014-01-16,184.4200,119.7900,107.2000,66.7800
2014-01-17,183.6400,120.9300,107.2500,66.3900
2014-01-21,184.1800,119.7000,107.3000,66.9900
2014-01-22,184.3000,119.1900,107.0700,67.2800
2014-01-23,182.7900,121.7900,107.3500,67.1200
2014-01-24,178.8900,122.2900,107.5800,66.2800
2014-01-27,178.0100,120.9600,107.3500,65.7700
2014-01-28,179.0700,120.9500,107.5300,66.3200
2014-01-29,177.3500,122.4700,107.8500,65.9600
2014-01-30,179.2300,119.7700,107.8700,66.9600
2014-01-31,178.1800,120.0900,108.0700,67.3200
2014-02-03,174.1700,121.3200,108.2300,66.2500
2014-02-04,175.3900,120.9900,107.9700,67.0500
2014-02-05,175.1700,121.2900,107.7000,66.9100
2014-02-06,177.4800,121.2400,107.6500,67.4000
2014-02-07,179.6800,122.1700,107.8200,67.9100
2014-02-10,180.0100,122.9200,107.9300,68.5500
2014-02-11,181.9800,124.3600,107.7200,68.8200
2014-02-12,182.0700,124.4300,107.5400,68.8600
2014-02-13,183.0100,125.4900,107.7700,69.1200
2014-02-14,184.0200,127.1500,107.7700,69.3900
2014-02-18,184.2400,127.4000,107.8400,69.7300
2014-02-19,183.0200,126.2700,107.7600,69.6900
2014-02-20,184.1000,127.6000,107.7000,69.5400
2014-02-21,183.8900,127.5800,107.8000,69.7100
2014-02-24,184.9100,128.9900,107.7000,69.8800
2014-02-25,184.8400,129.2100,107.9900,70.1100
2014-02-26,184.8500,128.1100,108.2200,70.2700
2014-02-27,185.8200,128.2000,108.3300,70.0800
2014-02-28,186.2900,127.6200,108.2700,70.7300
2014-03-03,184.9800,130.2900,108.3500,70.7700
2014-03-04,187.5800,128.6800,107.9500,71.7900
2014-03-05,187.7500,128.8900,108.0100,71.7000
2014-03-06,188.1800,130.1700,107.7700,71.1000
2014-03-07,188.2600,129.0900,107.4700,70.3300
2014-03-10,188.1600,129.1300,107.4700,69.9600
2014-03-11,187.2300,129.8600,107.4600,70.4000
2014-03-12,187.2800,131.7600,107.7000,70.6100
2014-03-13,185.1800,132.2100,107.9800,70.2800
2014-03-14,184.6600,133.1000,107.9300,70.4600
2014-03-17,186.3300,131.6400,107.8700,70.6100
2014-03-18,187.6600,130.6200,108.0000,70.8200
2014-03-19,186.6600,128.0900,107.5200,69.4800
2014-03-20,187.7500,127.8600,107.4400,69.6000
2014-03-21,186.2000,128.4700,107.5900,70.2400
2014-03-24,185.4300,126.1800,107.7500,69.7800
2014-03-25,186.3100,126.4100,107.6400,69.9600
2014-03-26,184.9700,125.4100,107.9800,69.1700
2014-03-27,184.5800,124.5900,108.0600,69.6100
2014-03-28,185.4900,124.5600,107.9000,70.0300
2014-03-31,187.0100,123.6100,107.9100,70.6200
2014-04-01,188.2500,123.3900,107.5400,70.9400
2014-04-02,188.8800,124.3200,107.3600,71.0000
2014-04-03,188.6300,123.9200,107.4400,70.8500
2014-04-04,186.4000,125.5700,107.7800,71.0900
2014-04-07,184.3400,124.9100,107.9400,71.3200
2014-04-08,185.1000,126.0900,108.0700,71.7600
2014-04-09,187.0900,126.3200,108.0800,71.5800
2014-04-10,183.1600,127.0100,108.3300,70.9000
2014-04-11,181.5100,126.9300,108.4300,70.4700
2014-04-14,182.9400,127.8500,108.4700,70.8900
2014-04-15,184.2000,125.4900,108.4800,71.7300
2014-04-16,186.1300,125.5400,108.5400,72.1900
2014-04-17,186.3900,124.7500,108.1900,71.7700
2014-04-21,187.0400,124.2400,108.1800,72.1800
2014-04-22,187.8900,123.7800,108.1600,72.3400
2014-04-23,187.4500,123.7600,108.2700,72.0500
2014-04-24,187.8300,124.5600,108.3700,72.3500
2014-04-25,186.2900,125.4300,108.3900,72.0700
2014-04-28,186.8800,124.8800,108.3200,72.6300
2014-04-29,187.7500,124.8600,108.3700,72.6800
2014-04-30,188.3100,124.2200,108.5900,72.9400
2014-05-01,188.3300,123.8000,108.5500,73.2500
2014-05-02,188.0600,125.0600,108.6800,73.2300
2014-05-05,188.4200,126.2200,108.6400,73.3800
2014-05-06,186.7800,125.9800,108.7200,73.1200
2014-05-07,187.8800,124.1700,108.7200,74.0000
2014-05-08,187.6800,124.1700,108.7900,74.1700
2014-05-09,187.9600,124.1000,108.6900,74.2200
2014-05-12,189.7900,124.9400,108.6000,74.4500
2014-05-13,189.9600,124.6000,108.7800,73.9700
2014-05-14,189.0600,125.8100,109.0900,74.0000
2014-05-15,187.4000,124.7700,109.3200,73.9600
2014-05-16,188.0500,124.5000,109.2000,74.6400
2014-05-19,188.7400,124.5800,109.1600,74.3400
2014-05-20,187.5500,124.6900,109.2100,74.1100
2014-05-21,189.1300,124.3900,109.1700,73.6200
2014-05-22,189.5900,124.6700,109.1200,73.4900
2014-05-23,190.3500,124.5100,109.2300,74.1400
2014-05-27,191.5200,121.8500,109.3300,74.6700
2014-05-28,191.3800,121.2000,109.6300,74.2000
2014-05-29,192.3700,120.9400,109.5700,74.3500
2014-05-30,192.6800,120.4300,109.6700,74.6900
2014-06-02,192.9000,119.7000,109.1300,74.9200
2014-06-03,192.8000,120.0100,108.8400,74.8800
2014-06-04,193.1900,119.7600,108.8000,75.0300
2014-06-05,194.4500,120.6600,108.9400,76.4100
2014-06-06,195.3800,120.6100,108.8800,76.0900
2014-06-09,195.5800,120.6500,108.7800,75.1700
2014-06-10,195.6000,121.3900,108.6200,74.6100
2014-06-11,194.9200,121.4100,108.7000,74.4100
2014-06-12,193.5400,122.6400,108.9100,74.2200
2014-06-13,194.1300,122.9600,108.8800,74.4100
2014-06-16,194.2900,122.4200,108.8200,74.0300
2014-06-17,194.8300,122.2800,108.6200,74.2200
2014-06-18,196.2600,122.6700,108.9100,74.7400
2014-06-19,196.4800,126.9400,108.7500,75.3600
2014-06-20,195.9400,126.5000,108.9400,75.6200
2014-06-23,195.8800,126.8500,108.8400,75.3100
2014-06-24,194.7000,126.9800,109.0300,74.6700
2014-06-25,195.5800,126.9900,109.1800,74.5200
2014-06-26,195.4400,126.7300,109.3900,74.4500
2014-06-27,195.8200,126.6600,109.3900,75.0200
2014-06-30,195.7200,128.0400,109.4000,74.8400
2014-07-01,197.0300,127.7000,109.0700,75.2400
2014-07-02,197.2300,127.7000,108.6900,75.0600
2014-07-03,198.2000,127.1600,108.6200,74.6300
2014-07-07,197.5100,127.0200,108.6500,74.8500
2014-07-08,196.2400,127.0700,108.8700,75.0700
2014-07-09,197.1200,127.8400,108.9600,75.1900
2014-07-10,196.3400,128.5400,109.0100,75.5300
2014-07-11,196.6100,128.7800,109.1600,75.5400
2014-07-14,197.6000,125.7200,109.0700,75.9100
2014-07-15,197.2300,124.5300,108.9300,75.9600
2014-07-16,197.9600,124.9700,109.0200,76.2000
2014-07-17,195.7100,127.0900,109.3400,75.8100
2014-07-18,197.7100,126.1300,109.2200,76.5600
2014-07-21,197.3400,126.3400,109.2600,76.2800
2014-07-22,198.2000,125.7400,109.4400,76.5200
2014-07-23,198.6400,125.6200,109.4600,76.6600
2014-07-24,198.6500,124.3500,109.1200,76.5600
2014-07-25,197.7200,125.7900,109.3300,76.0300
2014-07-28,197.8000,125.5800,109.3500,76.5600
2014-07-29,196.9500,125.2000,109.4600,76.1900
2014-07-30,196.9800,124.8300,109.0700,76.0300
2014-07-31,193.0900,123.3900,108.9300,74.9000
2014-08-01,192.5000,124.3800,109.1400,74.7200
2014-08-04,193.8900,123.9900,109.1200,75.2400
2014-08-05,192.0100,123.8700,109.1200,74.4700
2014-08-06,192.0700,125.6700,109.1300,74.4400
2014-08-07,191.0300,126.1800,109.3400,74.4800
2014-08-08,193.2400,126.1900,109.3800,74.9200
2014-08-11,193.8000,125.9600,109.3900,75.3900
2014-08-12,193.5300,125.9900,109.3400,75.2700
2014-08-13,194.8400,126.2000,109.5600,76.3600
2014-08-14,195.7600,126.3100,109.6200,76.3100
2014-08-15,195.7200,125.4800,109.8900,76.2300
2014-08-18,197.3600,124.9600,109.6600,76.9800
2014-08-19,198.3900,124.6800,109.5100,77.1400
2014-08-20,198.9200,124.2200,109.3900,77.4900
2014-08-21,199.5000,122.8800,109.5800,77.3700
2014-08-22,199.1900,123.1900,109.5600,76.7500
2014-08-25,200.2000,122.7400,109.6500,76.5800
2014-08-26,200.3300,123.3500,109.6600,76.7300
2014-08-27,200.2500,123.3200,109.8000,76.7800
2014-08-28,200.1400,124.0000,110.0200,76.7700
2014-08-29,200.7100,123.8600,109.9800,77.1800
2014-09-02,200.6100,121.6500,109.4500,77.1900
2014-09-03,200.5000,122.1500,109.5700,77.3900
2014-09-04,200.2100,121.4800,109.4300,77.1000
2014-09-05,201.1100,122.0600,109.3700,77.9200
2014-09-08,200.5900,120.7300,109.2600,77.8400
2014-09-09,199.3200,120.8700,109.1100,77.3600
2014-09-10,200.0700,120.2600,108.9600,76.1400
2014-09-11,200.3000,119.4700,108.8500,76.2000
2014-09-12,199.1300,118.3800,108.6300,73.8600
2014-09-15,198.9800,118.6400,108.6100,73.5000
2014-09-16,200.4800,118.8300,108.6100,74.2200
2014-09-17,200.7500,117.5400,108.4900,74.2000
2014-09-18,201.8200,117.7800,108.5000,73.5500
2014-09-19,200.7000,117.0900,108.6800,73.6400
2014-09-22,199.1500,116.8500,108.8300,73.0600
2014-09-23,198.0100,117.6000,108.9300,72.5300
2014-09-24,199.5600,117.0500,108.8600,71.6700
2014-09-25,196.3400,117.3900,109.0700,71.3500
2014-09-26,197.9000,117.0600,109.0600,72.3100
2014-09-29,197.5400,117.0300,109.1800,72.2100
2014-09-30,197.0200,116.2100,109.1100,71.8500
2014-10-01,194.3500,116.7700,109.5300,71.9100
2014-10-02,194.3800,116.7400,109.3500,71.7900
2014-10-03,196.5200,114.6100,109.3000,72.2400
2014-10-06,196.2900,116.0300,109.4000,72.4300
2014-10-07,193.2600,116.3600,109.8200,71.8600
2014-10-08,196.6400,117.4700,110.1300,73.4200
2014-10-09,192.7400,117.6400,109.9100,73.4200
2014-10-10,190.5400,117.5900,109.9900,73.4900
2014-10-13,187.4100,118.5200,110.3100,73.5600
2014-10-14,187.7000,118.5900,110.5600,74.7500
2014-10-15,186.4300,118.9900,110.7600,74.4600
2014-10-16,186.2700,119.2200,110.6700,74.5800
2014-10-17,188.4700,118.9900,110.5200,74.6700
2014-10-20,190.3000,119.8000,110.6500,75.8100
2014-10-21,194.0700,120.0200,110.5500,76.5000
2014-10-22,192.6900,119.3400,110.4900,76.5200
2014-10-23,194.9300,118.5200,110.2300,77.1100
2014-10-24,196.4300,118.3500,110.2700,77.0500
2014-10-27,196.1600,118.0600,110.3100,77.6200
2014-10-28,198.4100,118.1000,110.1400,77.9600
2014-10-29,198.1100,116.4100,109.9000,77.5200
2014-10-30,199.3800,115.1900,110.0800,78.0100
2014-10-31,201.6600,112.6600,110.0800,78.9900
2014-11-03,201.7700,112.1500,109.6800,79.6800
2014-11-04,201.0700,112.2200,109.6900,79.8100
2014-11-05,202.3400,109.7900,109.7300,79.6400
2014-11-06,203.1500,109.8800,109.5400,79.0300
2014-11-07,203.3400,112.9700,109.9100,78.9300
2014-11-10,203.9800,110.4600,109.6500,79.5800
2014-11-11,204.1800,112.0400,109.7000,79.2700
2014-11-12,203.9600,111.5000,109.7100,78.6700
2014-11-13,204.1900,111.6700,109.7600,79.1000
2014-11-14,204.2400,114.4700,109.8600,78.4500
2014-11-17,204.3700,114.0500,109.7300,78.8000
2014-11-18,205.5500,115.0500,109.8300,79.1400
2014-11-19,205.2200,113.6800,109.5700,78.4300
2014-11-20,205.5800,114.8600,109.7700,78.6900
2014-11-21,206.6800,115.3900,109.9000,79.1800
2014-11-24,207.2600,115.1100,109.9400,79.4600
2014-11-25,207.1100,115.3800,110.1800,79.6000
2014-11-26,207.6400,115.1600,110.2700,80.3700
2014-11-28,207.2000,112.1100,110.6100,80.5700
2014-12-01,205.7600,116.5800,110.0800,80.3700
2014-12-02,207.0900,115.1400,109.8600,80.8700
2014-12-03,207.8900,116.3300,109.7600,80.7900
2014-12-04,207.6600,115.8800,110.0900,81.0000
2014-12-05,208.0000,114.4300,109.6200,80.5900
2014-12-08,206.6100,115.7800,109.8900,81.1000
2014-12-09,206.4700,118.1900,110.0600,81.4700
2014-12-10,203.1600,117.9600,110.2500,81.3900
2014-12-11,204.1900,117.6900,110.2100,81.5400
2014-12-12,200.8900,117.4100,110.5600,80.8300
2014-12-15,199.5100,114.3900,110.2600,79.7800
2014-12-16,197.9100,114.9500,110.5300,79.6700
2014-12-17,201.7900,114.2700,110.3900,81.5000
2014-12-18,206.7800,115.1500,110.1000,82.0700
2014-12-19,206.5200,114.7700,110.2800,82.0300
2014-12-22,207.4700,112.5500,110.4500,82.2800
2014-12-23,207.7500,112.7400,109.9400,82.0500
2014-12-24,207.7700,112.7700,109.6900,81.7100
2014-12-26,208.4400,114.8300,109.7400,82.0000
2014-12-29,208.7200,113.6700,109.9700,82.4500
2014-12-30,207.6000,115.2000,110.0900,82.3900
2014-12-31,205.5400,113.5800,110.1200,81.0000
2015-01-02,205.4300,114.0800,110.4300,82.2200
2015-01-05,201.7200,115.8000,110.6700,82.6700
2015-01-06,199.8200,117.1200,110.9500,83.4900
2015-01-07,202.3100,116.4300,110.9300,84.7700
2015-01-08,205.9000,115.9400,110.7600,85.0900
2015-01-09,204.2500,117.2600,111.0300,85.1300
2015-01-12,202.6500,118.5600,111.1200,85.7800
2015-01-13,202.0800,118.1600,111.1500,85.6500
2015-01-14,200.8600,117.9700,111.4200,86.3900
2015-01-15,199.0200,120.9400,111.9300,86.5900
2015-01-16,201.6300,122.5200,111.5000,87.3400
2015-01-20,202.0600,124.2000,111.6900,86.6500
2015-01-21,203.0800,124.2300,111.4900,86.5900
2015-01-22,206.1000,125.2300,111.4300,88.1300
2015-01-23,204.9700,124.2300,111.7100,87.8800
2015-01-26,205.4500,122.9900,111.6600,88.6200
2015-01-27,202.7400,124.4000,111.6000,88.6500
2015-01-28,200.1400,123.4200,112.0700,88.0600
2015-01-29,201.9900,120.7600,111.9800,88.3700
2015-01-30,199.4500,123.4500,112.3800,86.5500
2015-02-02,201.9200,122.4200,112.2000,86.3200
2015-02-03,204.8400,121.0500,111.7700,87.0700
2015-02-04,204.0600,121.5800,111.9400,86.7100
2015-02-05,206.1200,121.7900,111.7100,87.7500
2015-02-06,205.5500,118.6400,111.0600,85.2000
2015-02-09,204.6300,119.1700,111.0400,84.6000
2015-02-10,206.8100,118.4700,110.9200,84.8700
2015-02-11,206.9300,117.0700,110.8700,84.6200
2015-02-12,208.9200,117.3400,110.8900,85.6300
2015-02-13,209.7800,117.9800,110.7600,85.0600
2015-02-17,210.1100,116.0100,110.3100,84.8500
2015-02-18,210.1300,116.3400,110.6200,85.6400
2015-02-19,209.9800,115.9400,110.5300,83.8000
2015-02-20,211.2400,115.2800,110.5500,84.6100
2015-02-23,211.2100,115.4300,110.7500,85.2900
2015-02-24,211.8100,115.2600,111.2400,83.6100
2015-02-25,211.6300,115.7000,111.3200,83.6300
2015-02-26,211.3800,116.0700,110.9200,82.7200
2015-02-27,210.6600,116.1600,111.2000,83.3700
2015-03-02,211.9900,115.6800,110.4500,83.8500
2015-03-03,211.1200,115.4700,110.3100,83.6900
2015-03-04,210.2300,115.1100,110.3700,82.8900
2015-03-05,210.4600,115.0000,110.4200,83.1300
2015-03-06,207.5000,111.8600,109.7000,80.3700
2015-03-09,208.3600,111.9700,109.9800,81.0100
2015-03-10,204.9800,111.4200,110.2400,80.9500
2015-03-11,204.5000,110.7500,110.4600,81.0200
2015-03-12,207.1000,110.7200,110.5500,82.4300
2015-03-13,205.8300,110.8800,110.3400,82.3800
2015-03-16,208.5800,110.8100,110.5800,83.2300
2015-03-17,207.9600,110.2100,110.5600,83.2000
2015-03-18,210.4600,112.3700,111.3700,84.9400
2015-03-19,209.5000,112.2900,110.9800,84.9000
2015-03-20,210.4100,113.5700,111.3200,87.0300
2015-03-23,210.0000,114.2900,111.3400,86.9200
2015-03-24,208.8200,114.5700,111.6400,86.1800
2015-03-25,205.7600,114.7300,111.4300,84.1900
2015-03-26,205.2700,115.4800,111.0300,83.7500
2015-03-27,205.7400,115.0600,111.1900,83.8600
2015-03-30,208.2500,113.7500,111.2400,85.0600
2015-03-31,206.4300,113.6600,111.4300,84.3100
2015-04-01,205.7000,115.6000,111.5800,84.1900
2015-04-02,206.4400,115.2800,111.4300,84.8300
2015-04-06,207.8300,116.6900,111.5000,85.7100
2015-04-07,207.2800,116.1100,111.5200,84.2000
2015-04-08,207.9800,115.4700,111.5300,84.3300
2015-04-09,208.9000,114.6700,111.2500,82.5800
2015-04-10,210.0400,115.9700,111.2500,82.5200
2015-04-13,209.0900,115.1400,111.3700,82.3000
2015-04-14,209.4900,114.4400,111.4900,82.5900
2015-04-15,210.4300,115.4300,111.6400,81.9700
2015-04-16,210.3700,115.0300,111.5800,82.1800
2015-04-17,207.9500,115.6000,111.6700,81.8000
2015-04-20,209.8500,114.7200,111.5900,81.9200
2015-04-21,209.6000,115.3800,111.4700,82.0600
2015-04-22,210.6300,113.8300,111.1400,82.2300
2015-04-23,211.1600,114.6600,111.3100,82.4500
2015-04-24,211.6500,113.0500,111.5000,82.6200
2015-04-27,210.7700,115.3300,111.5400,82.5100
2015-04-28,211.4400,116.3300,111.1100,82.3500
2015-04-29,210.5700,115.5100,110.8600,80.6900
2015-04-30,208.4600,113.4700,110.8600,79.3800
2015-05-01,210.7200,113.0800,110.3400,79.9800
2015-05-04,211.3200,114.1000,110.1300,80.0600
2015-05-05,208.9000,114.4200,110.0300,78.3200
2015-05-06,208.0400,114.3600,109.6600,78.1700
2015-05-07,208.8700,113.4200,109.9300,79.3700
2015-05-08,211.6200,113.9700,110.2900,80.4800
2015-05-11,210.6100,113.5300,109.5900,79.2700
2015-05-12,209.9800,114.5000,109.5800,79.5100
2015-05-13,210.0200,116.5500,109.5700,78.7500
2015-05-14,212.2100,117.1800,109.7400,80.2700
2015-05-15,212.4400,117.5300,110.2000,81.0900
2015-05-18,213.1000,117.5200,109.7800,80.8800
2015-05-19,213.0300,115.8900,109.4000,80.6000
2015-05-20,212.8800,116.0800,109.5700,80.5300
2015-05-21,213.5000,115.6900,109.9100,80.1500
2015-05-22,212.9900,115.6000,109.7900,80.0500
2015-05-26,210.7000,113.9100,110.0600,79.4400
2015-05-27,212.7000,113.8900,110.1700,80.2200
2015-05-28,212.4600,114.0200,110.1300,80.0600
2015-05-29,211.1400,114.1000,110.1700,79.1400
2015-06-01,211.5700,114.0000,109.6600,80.1100
2015-06-02,211.3600,114.4600,109.2300,79.3700
2015-06-03,211.9200,113.6400,108.8000,78.2300
2015-06-04,210.1300,112.8400,109.0300,78.0800
2015-06-05,209.7700,112.2400,108.5500,77.2100
2015-06-08,208.4800,112.5700,108.7100,77.0700
2015-06-09,208.4500,112.8200,108.4000,76.5100
2015-06-10,210.9500,113.7800,108.1300,77.0500
2015-06-11,211.6300,113.2600,108.7100,77.5200
2015-06-12,210.0100,113.2300,108.5800,77.4500
2015-06-15,209.1100,113.7300,108.7100,77.0300
2015-06-16,210.2500,113.3200,108.8900,77.6500
2015-06-17,210.5900,113.8500,108.9000,78.3100
2015-06-18,212.7800,115.3200,108.8700,79.3900
2015-06-19,210.8100,115.1200,109.2100,78.7800
2015-06-22,211.8900,113.6400,108.6700,77.9700
2015-06-23,212.0400,112.8900,108.4200,77.3200
2015-06-24,210.5000,112.5900,108.5900,76.9000
2015-06-25,209.8600,112.4400,108.4700,76.1200
2015-06-26,209.8200,112.5600,108.2100,75.9000
2015-06-29,205.4200,113.0700,108.8500,74.7200
2015-06-30,205.8500,112.3700,108.7800,74.6900
2015-07-01,207.5000,111.9800,108.2900,75.9200
2015-07-02,207.3100,111.7600,108.4400,76.1100
2015-07-06,206.7200,112.0600,108.8300,76.5900
2015-07-07,208.0200,110.7600,108.9800,77.7900
2015-07-08,204.5300,111.0900,109.2400,77.4900
2015-07-09,204.9000,111.3600,108.8400,77.1200
2015-07-10,207.4800,111.4900,108.3800,77.7600
2015-07-13,209.7700,110.9900,108.2200,77.8700
2015-07-14,210.6800,110.7400,108.4000,78.0300
2015-07-15,210.6100,110.1600,108.6900,78.1600
2015-07-16,212.3000,109.7600,108.7800,78.7900
2015-07-17,212.4800,108.6500,108.7900,78.5100
2015-07-20,212.5900,105.7000,108.6000,78.6000
2015-07-21,211.7500,105.3700,108.7800,78.3800
2015-07-22,211.3700,104.8000,108.8300,78.7200
2015-07-23,210.1800,104.3300,109.1400,77.7400
2015-07-24,208.0000,105.3500,109.1200,78.0700
2015-07-27,206.7900,104.8600,109.2600,78.2100
2015-07-28,209.3300,105.0200,109.1500,78.2600
2015-07-29,210.7700,105.1700,109.0600,78.7700
2015-07-30,210.8200,104.2700,109.0700,78.3800
2015-07-31,210.5000,104.9300,109.5000,79.0000
2015-08-03,209.7900,104.1000,109.4000,79.4900
2015-08-04,209.3800,104.3100,109.0800,78.9100
2015-08-05,210.0700,103.9300,108.8800,78.3900
2015-08-06,208.3500,104.3900,109.0100,78.5000
2015-08-07,207.9500,104.6500,109.2000,78.7900
2015-08-10,210.5700,105.7200,109.0600,78.5400
2015-08-11,208.6700,106.2600,109.4200,79.0600
2015-08-12,208.9200,107.7500,109.3500,79.3100
